epoch,train_loss,val_loss
148,0.026221014455788665,0.3920888304710388
149,0.028108464398731787,0.35590870181719464
150,0.024968965392973688,0.3322012623151143
151,0.02469804748478863,0.3577856719493866
152,0.024479407403204177,0.38081424434979755
153,0.03408600348565313,0.3673279285430908
154,0.02912186976108286,0.37453238169352215
155,0.022363377114137013,0.3540908396244049
156,0.023321561101410124,0.3379655083020528
157,0.03490705663959185,0.3667702078819275
158,0.030762130187617406,0.3460553189118703
159,0.024527759498192206,0.31698644161224365
160,0.02861789831270774,0.3079201678435008
161,0.024075584900048044,0.3181084990501404
162,0.022206646493739553,0.31299566229184467
163,0.02208155057289534,0.316476712624232
164,0.03586461146672567,0.3199882209300995
165,0.03168012760579586,0.3360261023044586
166,0.02432808880176809,0.3385397096474965
167,0.022570340066320367,0.33573614557584125
168,0.02830501024921735,0.34803772966067
169,0.025365247287684016,0.36143524448076886
170,0.034255563384956784,0.3433532516161601
171,0.022935633030202653,0.32891494035720825
172,0.01872412549952666,0.33565304676691693
173,0.017991084708935685,0.3415355682373047
174,0.016593955922871828,0.32990539570649463
175,0.019195513321190245,0.3382336397965749
176,0.0210309869920214,0.3520562946796417
177,0.03109017914781968,0.3477785587310791
178,0.01600496419188049,0.3324810564517975
179,0.02282442095585995,0.3302130500475566
180,0.022483921454598505,0.32884517312049866
181,0.016116922669526603,0.3288281162579854
182,0.018589762893194955,0.3352654774983724
183,0.01836300568862094,0.3328329622745514
184,0.019957108423113823,0.32649866739908856
185,0.029707788800199825,0.3266996343930562
186,0.03831309576829275,0.4170562227567037
187,0.030802103587322764,0.33998220165570575
188,0.021729428683304124,0.3332025309403737
189,0.02537204061324398,0.3354922831058502
190,0.022447291658156447,0.3659363090991974
