epoch,train_loss,val_loss
1,1.146991531054179,1.076678196589152
2,1.019934680726793,1.0468215147654216
3,1.016578237215678,1.0193654696146648
4,0.882036460770501,1.0119289755821228
5,0.8744999170303345,0.9575845797856649
6,0.8714237610499064,0.9389325777689616
7,0.8120504286554124,0.979924221833547
8,0.821387337313758,0.865251362323761
9,0.7562259899245368,0.8599594632784525
10,0.7042222221692404,0.7902792692184448
11,0.6837778621249728,0.8745675881703695
12,0.6448428332805634,0.7700523734092712
13,0.6359010140101115,0.8026364843050638
14,0.5516837735970815,0.7673255403836569
15,0.5416015717718337,0.8243584036827087
16,0.5191151764657762,0.7712491552035013
17,0.47241679165098405,0.7858644723892212
18,0.5428866015540229,0.7266807556152344
19,0.43324173159069485,0.7159978747367859
20,0.48460695809788173,0.7236278752485911
21,0.40076225333743626,0.6512941122055054
22,0.44645246201091343,0.7624612748622894
23,0.3778992146253586,0.6820691525936127
24,0.3434411916467879,0.6781829992930094
25,0.3485301335652669,0.6296497285366058
26,0.3373204055759642,0.6013187070687612
27,0.29323045743836296,0.6411630014578501
28,0.3366843495104048,0.5932738284269968
29,0.29768621921539307,0.606489767630895
30,0.2966722183757358,0.587075819571813
31,0.27924175726042855,0.5955929855505625
32,0.24906210932466719,0.5601884722709656
33,0.23950612710581887,0.5428370436032613
34,0.23614320986800724,0.5339149137338003
35,0.21729085428847206,0.5287516514460245
36,0.23460828098985884,0.5336167911688486
37,0.19976648688316345,0.5442006985346476
38,0.1898552088273896,0.5331043104330698
39,0.19252794649865893,0.5282662610212961
40,0.1876330640580919,0.5117030839125315
41,0.19120234747727713,0.5220421055952708
42,0.19639496505260468,0.49463991324106854
43,0.16089213225576612,0.49198458592096966
44,0.1679536071088579,0.5215635299682617
45,0.16910422924492094,0.4849965075651805
46,0.1664486543999778,0.5220231513182322
47,0.13388697471883562,0.5074974000453949
48,0.14658083269993463,0.4854668080806732
49,0.13986673206090927,0.5046432813008627
50,0.1323880437347624,0.47204352418581647
51,0.1554411616590288,0.4812595744927724
52,0.1298544555902481,0.46978633602460224
53,0.12152938296397527,0.5046934286753336
54,0.11037424537870619,0.4816683332125346
55,0.10795652204089695,0.4611906309922536
56,0.13049308790100944,0.4891439775625865
57,0.14337554491228527,0.4732198119163513
58,0.12221693909830517,0.4668029546737671
59,0.10560548305511475,0.45792311429977417
60,0.09862890135910776,0.47899900873502094
61,0.0936661892467075,0.45443564653396606
62,0.08980319504108694,0.4346802632013957
63,0.08897391251391834,0.4522267282009125
64,0.08044873716102706,0.45038418968518573
65,0.09022141951653692,0.4504985511302948
66,0.07814727640814251,0.4463936984539032
67,0.09562588317526712,0.44088878234227497
68,0.07654454890224668,0.43301787972450256
69,0.07773545343014929,0.4138552447160085
70,0.08255198763476478,0.46504926681518555
71,0.0888458246158229,0.41488340497016907
72,0.08074655508001645,0.4234709044297536
73,0.0768366948597961,0.4302508036295573
74,0.0689358144170708,0.39833924174308777
75,0.07879925519227982,0.396265168984731
76,0.06952008108297984,0.40052422881126404
77,0.07031729569037755,0.40412436922391254
78,0.06370800857742627,0.4076199531555176
79,0.06407466013398436,0.42334399620691937
80,0.06569005341993438,0.40126553177833557
81,0.06993206010924445,0.42662827173868817
82,0.06519841485553318,0.4234797954559326
83,0.06712653881145848,0.403533011674881
84,0.06068031117320061,0.3960215946038564
85,0.05929690433873071,0.411132017771403
86,0.05726931492487589,0.41268298029899597
87,0.051327348997195564,0.4171846807003021
88,0.06083701509568426,0.40191739797592163
89,0.05874769058492449,0.39700832962989807
90,0.0493551604449749,0.39753524462382
91,0.04858405184414652,0.39622870087623596
92,0.0505601784421338,0.3992367386817932
93,0.05207057669758797,0.4114096363385518
94,0.052404372228516474,0.41143301129341125
95,0.05743186506960127,0.3825361132621765
96,0.05486581474542618,0.39259079098701477
97,0.0511664425333341,0.3993409474690755
98,0.04524422685305277,0.40068381031354267
99,0.04274154728692439,0.3914046386877696
100,0.04673647445936998,0.3626705010732015
101,0.04303934952865044,0.3854890565077464
102,0.041043374894393816,0.39310983816782635
103,0.04709258447918627,0.3634546498457591
104,0.037815799522731036,0.3754674792289734
105,0.042370003544622,0.3722582658131917
106,0.051265798716081515,0.3637004892031352
107,0.047317290471659765,0.37976013620694477
108,0.04423715463942952,0.37809548775355023
109,0.038176366645428866,0.387910117705663
110,0.036675368953082293,0.38987381259600323
111,0.039821400203638606,0.38282619913419086
112,0.04772451602750354,0.39490625262260437
113,0.03956321399244997,0.3699164589246114
114,0.03801836777064535,0.367475946744283
115,0.037850805247823395,0.4086678127447764
116,0.048218698965178594,0.3754378855228424
117,0.037776512197322316,0.3506005009015401
118,0.043167346260613866,0.35316528876622516
119,0.043122138621078596,0.37627790371576947
120,0.03401219306720628,0.3646032710870107
121,0.042119439070423446,0.38691015044848126
122,0.03712239985664686,0.37573810418446857
123,0.03712209634896782,0.3642873466014862
124,0.03789172052509255,0.35110079248746234
125,0.03986810458203157,0.36032165090243023
126,0.036819611158635884,0.34915661811828613
127,0.03306164364847872,0.37514113386472064
128,0.03010996079279317,0.38286643226941425
129,0.03206094457871384,0.3856293161710103
130,0.03153850045055151,0.3692413568496704
131,0.03526388584739632,0.36152984698613483
132,0.02238529103083743,0.37285343805948895
133,0.029378479967514675,0.3645813663800557
134,0.03029399613539378,0.3620191216468811
135,0.02658213157620695,0.363722284634908
136,0.02975911357336574,0.36250267426172894
137,0.02972768371303876,0.3456977804501851
138,0.03251175085703532,0.3612431188424428
139,0.03569045145478514,0.33107386032740277
140,0.041254753867785134,0.33208832144737244
141,0.035948088806536466,0.33386846383412677
142,0.027429452993803553,0.33395829796791077
143,0.03634488955140114,0.3316243290901184
144,0.03807225999318891,0.3520653148492177
145,0.02829390795280536,0.33663155635197956
146,0.020940990704629157,0.34920839468638104
147,0.02408594141403834,0.36867602666219074
