epoch,train_loss,train_acc,train_balanced_acc,train_auc,val_loss,val_acc,val_balanced_acc,val_auc
1,1.3653652785402355,0.5287356321839081,0.5140819750719079,0.5133029721955897,0.7151636928319931,0.5614035087719298,0.5,0.5387500000000001
2,0.7988187237219377,0.5325670498084292,0.505243288590604,0.5218120805369127,0.7063339501619339,0.5614035087719298,0.5,0.6625
3,0.6916204943801417,0.5402298850574713,0.5174976030680729,0.4700383509108341,0.6917657181620598,0.5614035087719298,0.5,0.62625
4,0.6760149706493724,0.5708812260536399,0.5631891179290508,0.5649868168744007,0.694015383720398,0.5614035087719298,0.5,0.6275000000000001
5,0.678638649709297,0.5708812260536399,0.5543204697986577,0.5398190316395015,0.6961409375071526,0.5614035087719298,0.5,0.635
6,0.6877312407349095,0.5325670498084292,0.5174376797698945,0.517707334611697,0.6911191716790199,0.5614035087719298,0.5,0.66875
7,0.6848465222300906,0.5555555555555556,0.5408976510067114,0.552043384467881,0.6922403424978256,0.5614035087719298,0.5,0.68625
8,0.684167717442368,0.5478927203065134,0.53196907957814,0.5473993288590604,0.69206802546978,0.5614035087719298,0.5,0.7000000000000001
9,0.6962148456862478,0.5057471264367817,0.4939477468839885,0.48501917545541706,0.6885754689574242,0.5614035087719298,0.5,0.76125
10,0.6822053049549912,0.5440613026819924,0.5263962128475551,0.5461409395973155,0.690585546195507,0.5614035087719298,0.5,0.7200000000000001
11,0.6834231813748678,0.5287356321839081,0.5085390699904122,0.5366131351869607,0.6870270669460297,0.5614035087719298,0.5,0.77125
12,0.6786835085261952,0.5517241379310345,0.5408676893576223,0.5599232981783318,0.6897763311862946,0.5614035087719298,0.5,0.7437499999999999
13,0.6772782784519773,0.5325670498084292,0.5141119367209971,0.5692114093959731,0.6837767958641052,0.5614035087719298,0.5,0.8025
14,0.6828584508462385,0.5019157088122606,0.48283197507190795,0.5749340843720038,0.6810911819338799,0.5789473684210527,0.52,0.8087500000000001
15,0.6838650378313932,0.5095785440613027,0.5028463566634708,0.5542006232023011,0.6786451116204262,0.5614035087719298,0.5,0.8175
16,0.6769135269251737,0.524904214559387,0.5129434324065196,0.5832634228187918,0.6748930066823959,0.5964912280701754,0.54,0.8087500000000001
17,0.677487207181526,0.5210727969348659,0.5228906999041227,0.5369127516778524,0.6772041320800781,0.6842105263157895,0.71,0.829375
18,0.6706928014755249,0.5440613026819924,0.534156279961649,0.571338686481304,0.6669366434216499,0.7368421052631579,0.713125,0.816875
19,0.6700704811197339,0.5555555555555556,0.554200623202301,0.5782598274209013,0.6769543215632439,0.5614035087719298,0.5,0.8150000000000001
20,0.658925453821818,0.5632183908045977,0.5520433844678811,0.6032778044103547,0.6576189994812012,0.7543859649122807,0.733125,0.81875
21,0.6608618064360186,0.5287356321839081,0.5329278523489933,0.5517138063279003,0.650087483227253,0.7543859649122807,0.733125,0.8225
22,0.6232738774834257,0.5938697318007663,0.5822147651006712,0.6607442473633749,0.6452508717775345,0.6140350877192983,0.56,0.82125
23,0.6252599611426845,0.6091954022988506,0.6111577181208054,0.6350071907957814,0.6359108611941338,0.7368421052631579,0.713125,0.825
24,0.6274327870571252,0.6130268199233716,0.6167305848513902,0.6562200383509108,0.6338397711515427,0.7543859649122807,0.733125,0.8200000000000001
25,0.6049233873685201,0.6551724137931034,0.6558604985618408,0.7260306807286674,0.63358423858881,0.5964912280701754,0.54875,0.816875
26,0.6343469258510706,0.5555555555555556,0.5675035953978907,0.6129554170661553,0.6469236314296722,0.7894736842105263,0.78625,0.815
27,0.6134051852154009,0.6206896551724138,0.62787631831256,0.6682046979865771,0.6292466223239899,0.5964912280701754,0.54875,0.816875
28,0.6145831897403254,0.578544061302682,0.586529242569511,0.6482802013422819,0.6247884333133698,0.6140350877192983,0.56875,0.81625
29,0.5974668101830916,0.6053639846743295,0.6100191754554172,0.6661073825503356,0.6174242272973061,0.7192982456140351,0.693125,0.811875
30,0.6063342600157766,0.6130268199233716,0.6244906519654843,0.6572986577181208,0.6170379593968391,0.6842105263157895,0.653125,0.815
31,0.5970111146117701,0.6206896551724138,0.6245505752636625,0.6775826941514861,0.6174948886036873,0.6666666666666666,0.6331249999999999,0.81125
