run_name,lr,weight_decay,n_folds,auc_mean,auc_std,tuned_balanced_acc_mean,tuned_balanced_acc_std,tuned_sz_recall_mean,tuned_sz_recall_std,tuned_hc_recall_mean,tuned_hc_recall_std,default_balanced_acc_mean,default_balanced_acc_std
lr_2e-04_wd_1e-03,0.0002,0.001,5,0.6705887443181141,0.034039123660946406,0.6096778557464041,0.05655340076179493,0.6394855816226784,0.33190749138776504,0.57987012987013,0.2802076589829332,0.5072375541125541,0.013567718074688904
lr_2e-04_wd_1e-05,0.0002,1e-05,5,0.6599355466572272,0.05027949058523132,0.6017275321265382,0.030925914974595695,0.7769978005865102,0.12378144539196866,0.426457263666566,0.0818493190918985,0.4993506493506493,0.008592828242977996
lr_2e-04_wd_1e-04,0.0002,0.0001,5,0.6588943705082115,0.0456398049895137,0.6134158438148498,0.045985789459840595,0.7588159824046921,0.12602054812418256,0.46801570522500757,0.1030720094901694,0.5048566017316017,0.013584325956968863
lr_1e-04_wd_1e-05,0.0001,1e-05,5,0.647934616229815,0.044381068309027556,0.5793140452320873,0.03465794841879395,0.5463709677419355,0.24182099965149995,0.612257122722239,0.24094612148338002,0.5229846219671801,0.029617487141070823
lr_1e-04_wd_1e-03,0.0001,0.001,5,0.6360614639590634,0.05170051991340322,0.5992773051217349,0.02614814103309509,0.7931634897360704,0.18111597008434918,0.4053911205073996,0.22661257450053068,0.532529195610591,0.03946577678752541
lr_1e-04_wd_1e-04,0.0001,0.0001,5,0.6221248155653633,0.06176702410106459,0.5722364844457868,0.05181192421120352,0.8242424242424242,0.20137269970710486,0.3202305446491493,0.16873772608337415,0.5318700921171852,0.04951691432212399
lr_5e-05_wd_1e-03,5e-05,0.001,5,0.5637160440001776,0.022897376039281492,0.5240319515755563,0.02875749493174589,0.7392045454545455,0.3020364858706006,0.308859357696567,0.28689617935377004,0.5134447674418604,0.026889534883720943
lr_5e-05_wd_1e-05,5e-05,1e-05,5,0.5634263950186681,0.022713499653629586,0.5302092771569515,0.03676459606624671,0.7329545454545455,0.2975112949372567,0.32746400885935767,0.2781968805793257,0.5181686046511628,0.036337209302325583
lr_5e-05_wd_1e-04,5e-05,0.0001,5,0.5632797674526857,0.022689414035440766,0.5271569515755562,0.032469163509860725,0.7454545454545455,0.30700424586458036,0.308859357696567,0.28689617935377004,0.5204941860465115,0.040988372093023265
